X1	X2	year_date	letter_id	folio_or_catalogue
3668	2718	1638	L24724	F65
2281	2506	1638	L24725	F53
1331	1605	1638	L24726	F31
1331	3435	1638	L24727	F31
3661	11204	1638	L24728	F76
2198	2612	1638	L24729	F50
1331	2252	1638	L24730	F31
1331	3535	1638	L24731	F31
1331	3088	1638	L24732	F31
3669	2566	1638	L24733	F15
2066	4930	1638	L24734	F15
1957	3133	1638	L24735	F41
2066	3916	1638	L24734	F15
2066	11205	1638	L24734	F15
2168	1331	1638	L24736	F31
3670	3661	1638	L24737	F76
3671	2768	1638	L24738	F61
3321	1331	1638	L24739	F31
2866	1957	1638	L24740	F41
2592	1766	1638	L24741	F39
3202	1957	1638	L24742	F41
2281	2506	1638	L24743	F53
2592	2571	1638	L24744	F36
1331	3088	1638	L24745	F31
1331	1605	1638	L24746	F31
1331	2252	1638	L24747	F31
3498	1331	1638	L24748	F31
3229	2229	1638	L24749	F57
2229	2198	1638	L24750	F50
3441	2066	1638	L24751	F15
3655	3646	1638	L24752	F68
2229	2198	1638	L24753	F57
2229	2198	1638	L24754	F50
2229	2198	1638	L24755	F57
2889	2198	1638	L24756	F50
2252	1331	1638	L24757	F31
3498	1331	1638	L24758	F31
2066	2566	1638	L24759	F15
1594	2608	1638	L24760	F36
3435	1331	1638	L24761	F31
2168	1331	1638	L24762	F31
1957	2229	1638	L24763	F57
3661	11206	1638	L24764	F76
2571	2592	1638	L24765	F36
3321	1331	1638	L24766	F31
3672	1957	1638	L24767	F41
2738	2506	1638	L24768	F53
3661	11207	1638	L24769	F76
2230	1957	1638	L24770	F41
1495	1331	1638	L24771	F31
2675	1957	1638	L24772	F41
3202	1957	1638	L24773	F41
3673	3661	1638	L24774	F76
1470	10719	1638	L24775	F32
1470	1893	1638	L24776	F32
1331	3088	1638	L24777	F31
1331	1605	1638	L24778	F31
2781	1470	1638	L24779	F32
3674	1957	1638	L24780	F41
1331	2168	1638	L24781	F31
1331	2252	1638	L24782	F31
3675	1957	1638	L24783	F41
2746	1598	1638	L24784	F31
1580	3167	1638	L24785	F35
2168	1331	1638	L24786	F31
2229	1957	1638	L24787	F57
3435	1331	1638	L24788	F31
3441	2566	1638	L24789	F15
3281	2066	1638	L24790	F15
2066	2566	1638	L24791	F15
3321	1331	1638	L24792	F31
2229	1957	1638	L24793	F41
2229	3680	1638	L24794	F57
2276	2227	1638	L24795	F42
2834	11152	1638	L24796	F64
1957	3227	1638	L24797	F41
1331	2252	1638	L24798	F31
1331	3435	1638	L24799	F31
1331	1605	1638	L24800	F31
2477	2612	1638	L24801	F60
1331	2168	1638	L24802	F31
1331	3535	1638	L24803	F31
3661	3670	1638	L24804	F76
3149	1470	1638	L24805	F32
1331	3088	1638	L24806	F31
1988	1957	1638	L24807	F41
3251	2718	1638	L24808	F65
1594	2608	1638	L24809	F36
2168	1331	1638	L24810	F31
2252	1331	1638	L24811	F31
2229	3229	1638	L24812	F57
3660	3661	1638	L24813	F76
1331	10728	1638	L24814	F31
3182	2718	1638	L24815	F65
3553	1331	1638	L24816	F31
2738	2506	1638	L24817	F53
3268	2718	1638	L24818	F65
3661	11208	1638	L24819	F76
1331	3149	1638	L24820	F31
3572	1957	1638	L24821	F41
3321	1331	1638	L24822	F31
3673	3661	1638	L24823	F76
1331	3628	1638	L24824	F31
3676	2066	1638	L24825	F15
3417	1331	1638	L24826	F31
2264	1766	1638	L24827	F39
1331	1605	1638	L24828	F31
1331	2168	1638	L24829	F31
1331	2252	1638	L24830	F31
3677	2506	1638	L24831	F53
1331	3088	1638	L24832	F31
1470	1893	1638	L24833	F32
3647	1439	1638	L24834	F50
2326	2506	1638	L24835	F53
2229	3932	1638	L24836	F57
2229	4460	1638	L24837	F57
2252	1331	1638	L24838	F31
3661	11209	1638	L24839	F76
3661	3648	1638	L24840	F76
3661	11210	1638	L24841	F76
3307	2718	1638	L24842	F65
1331	3435	1638	L24843	F31
3678	2506	1638	L24844	F53
3679	3661	1638	L24845	F76
1331	3088	1638	L24846	F31
1331	2252	1638	L24847	F31
1331	1605	1638	L24848	F31
1331	3535	1638	L24849	F31
3202	1957	1638	L24850	F41
1331	2168	1638	L24851	F31
3647	1439	1638	L24852	F50
3149	1331	1638	L24853	F31
2782	3039	1638	L24854	F62
3236	1957	1638	L24855	F41
3680	2229	1638	L24856	F57
2542	2198	1638	L24857	F50
2168	1331	1638	L24858	F31
2276	2227	1638	L24859	F42
3503	2506	1638	L24860	F53
2229	3493	1638	L24861	F57
2252	1331	1638	L24862	F31
3681	11211	1638	L24863	F15
3681	3530	1638	L24863	F15
2066	3530	1638	L24863	F15
3435	1331	1638	L24864	F31
2066	11211	1638	L24863	F15
3682	1957	1638	L24865	F41
1766	2644	1638	L24866	F39
2862	2506	1638	L24867	F53
3683	2198	1638	L24868	F50
3673	3661	1638	L24869	F76
3684	1594	1638	L24870	F36
1957	11212	1638	L24871	F41
1331	1605	1638	L24872	F31
1331	2252	1638	L24873	F31
1957	3686	1638	L24874	F41
1331	2168	1638	L24875	F31
1331	3088	1638	L24876	F31
1331	2650	1638	L24877	F31
1331	3435	1638	L24878	F31
2252	1331	1638	L24879	F31
3382	2506	1638	L24880	F53
2616	2198	1638	L24881	F50
1594	11194	1638	L24882	F36
2615	2198	1638	L24881	F50
1470	2781	1638	L24883	F32
1497	2806	1638	L24884	F34
2341	3522	1638	L24885	F56
3580	1331	1638	L24886	F31
2229	1957	1638	L24887	F57
3602	2506	1638	L24888	F53
3441	2566	1638	L24889	F15
3047	2066	1638	L24890	F15
2542	2198	1638	L24891	F50
1470	1769	1638	L24892	F32
3524	2451	1638	L24893	F36
1580	1961	1638	L24894	F35
3649	2566	1638	L24895	F15
1470	3420	1638	L24896	F32
1766	2592	1638	L24897	F39
3321	1331	1638	L24898	F31
1722	11213	1638	L24899	F36
3202	1957	1638	L24900	F41
1331	3088	1638	L24901	F31
1331	1605	1638	L24902	F31
3685	2768	1638	L24903	F61
3686	1957	1638	L24904	F41
1331	2168	1638	L24905	F31
3687	3655	1638	L24906	F68
2252	1331	1638	L24907	F31
3687	3655	1638	L24908	F68
3422	2506	1638	L24909	F53
3688	1331	1638	L24910	F31
2252	1331	1638	L24911	F31
1331	3161	1638	L24912	F31
3689	2066	1638	L24913	F15
3690	2181	1638	L24914	F45
3691	1957	1638	L24915	F41
3238	1957	1638	L24916	F41
2738	2264	1638	L24917	F53
2738	2506	1638	L24918	F53
2738	3148	1638	L24919	F53
1470	2794	1638	L24920	F32
3601	1331	1638	L24921	F31
3321	1331	1638	L24922	F31
2612	2394	1638	L24923	F59
3678	2506	1638	L24924	F53
1470	2549	1638	L24925	F32
3512	1957	1638	L24926	F41
1331	2252	1638	L24927	F31
1331	3581	1638	L24928	F31
1331	3435	1638	L24929	F31
1331	3088	1638	L24930	F31
1331	1605	1638	L24931	F31
1331	3161	1638	L24932	F31
3083	2718	1638	L24933	F65
2168	1331	1638	L24934	F31
3692	3829	1638	L24935	F15
2733	3829	1638	L24935	F15
1766	2264	1638	L24936	F39
2229	3694	1638	L24937	F57
2229	3229	1638	L24938	F57
3693	2506	1638	L24939	F53
2272	2566	1638	L24940	F15
3423	2872	1638	L24941	F73
1331	2168	1638	L24942	F31
3212	2506	1638	L24943	F53
3321	1331	1638	L24944	F31
3686	1957	1638	L24945	F41
3661	11214	1638	L24946	F76
3085	1957	1638	L24947	F41
1331	3553	1638	L24948	F31
1331	1605	1638	L24949	F31
1331	3088	1638	L24950	F31
1331	3435	1638	L24951	F31
3679	3661	1638	L24952	F76
2227	1331	1638	L24953	F42
2252	1331	1638	L24954	F31
3439	2506	1638	L24955	F53
2141	1957	1638	L24956	F41
3660	3661	1638	L24957	F76
3647	1439	1638	L24958	F50
3065	1470	1638	L24959	F32
3181	2394	1638	L24960	F59
3656	2279	1638	L24961	F15
2671	2566	1638	L24962	F15
2229	1957	1638	L24963	F41
3149	1331	1638	L24964	F31
2229	10811	1638	L24965	F57
2879	2198	1638	L24966	F50
3694	2229	1638	L24967	F57
3229	2229	1638	L24968	F57
1893	3655	1638	L24969	F68
3321	1331	1638	L24970	F31
1957	3218	1638	L24971	F41
2738	2506	1638	L24972	F53
2781	1470	1638	L24973	F32
3695	2506	1638	L24974	F53
1331	1605	1638	L24975	F31
1331	3088	1638	L24976	F31
2612	1470	1638	L24977	F32
3268	2718	1638	L24978	F65
1722	11182	1638	L24979	F36
3696	1957	1638	L24980	F41
1331	2168	1638	L24981	F31
1331	2252	1638	L24982	F31
1331	3161	1638	L24983	F31
1331	10757	1638	L24984	F31
1331	3483	1638	L24985	F31
1605	1331	1638	L24986	F31
2252	1331	1638	L24987	F31
3524	2451	1638	L24988	F36
3321	1331	1638	L24989	F31
3661	3660	1638	L24990	F76
3296	1957	1638	L24991	F41
2227	1331	1638	L24992	F31
3673	3661	1638	L24993	F76
3335	1957	1638	L24994	F41
1331	2252	1638	L24995	F31
1331	3088	1638	L24996	F31
1331	1605	1638	L24997	F31
3655	1893	1638	L24998	F68
3149	1470	1638	L24999	F32
1331	2867	1638	L25000	F31
1331	1605	1638	L25001	F31
3655	1960	1638	L25002	F68
1766	2264	1638	L25003	F39
3268	2718	1638	L25004	F65
1470	2867	1638	L25005	F32
3697	2506	1638	L25006	F53
1331	3088	1638	L25007	F31
3698	3661	1638	L25008	F76
3251	2718	1638	L25009	F65
3272	2506	1638	L25010	F53
3047	2066	1638	L25011	F15
2281	2506	1638	L25012	F53
1331	1605	1638	L25013	F31
3421	1957	1638	L25014	F41
1331	2252	1638	L25015	F31
3655	1893	1638	L25016	F68
1331	3088	1638	L25017	F31
1495	1331	1638	L25018	F31
2168	1331	1638	L25019	F31
2949	1470	1638	L25020	F32
2252	1331	1638	L25021	F31
2602	2506	1638	L25022	F53
3699	2768	1638	L25023	F61
2738	2644	1638	L25024	F53
3018	2066	1638	L25025	F15
2738	2506	1638	L25026	F53
2394	1574	1638	L25027	F59
3506	3594	1638	L25028	F53
3417	2193	1638	L25029	F31
1331	2252	1638	L25030	F31
1495	1331	1638	L25031	F31
2286	1957	1638	L25032	F41
1331	1881	1638	L25033	F31
3321	1331	1638	L25034	F31
1331	2168	1638	L25035	F31
1331	3417	1638	L25036	F31
1766	2644	1638	L25037	F39
3417	1331	1638	L25038	F31
1331	3088	1638	L25039	F31
3417	1331	1638	L25040	F31
2563	1957	1638	L25041	F41
1331	1605	1638	L25042	F31
1331	2252	1638	L25043	F31
2592	1766	1638	L25044	F39
3700	2718	1638	L25045	F65
2168	1331	1638	L25046	F31
2781	1470	1638	L25047	F32
2252	1331	1638	L25048	F31
1766	3890	1638	L25049	F39
1331	3483	1638	L25050	F31
3321	1331	1638	L25051	F31
3268	2718	1638	L25052	F65
2711	1470	1638	L25053	F32
3661	3679	1638	L25054	F76
2612	2198	1638	L25055	F50
2432	2402	1638	L25056	F31
3181	1957	1638	L25057	F41
1961	1580	1638	L25058	F35
2779	2281	1638	L25059	F55
1331	1605	1638	L25060	F31
1331	3088	1638	L25061	F31
1331	3417	1638	L25062	F31
2252	1331	1638	L25063	F31
1331	2252	1638	L25064	F31
3701	2198	1638	L25065	F50
3680	2782	1638	L25066	F62
1331	2252	1638	L25067	F31
3315	1957	1638	L25068	F41
2506	2326	1638	L25069	F53
1331	2168	1638	L25070	F31
3655	1893	1638	L25071	F68
3053	1957	1638	L25072	F41
3655	3646	1638	L25073	F68
2567	1331	1638	L25074	F31
1957	11215	1638	L25075	F41
1470	10719	1638	L25076	F32
2252	1331	1638	L25077	F31
3315	1957	1638	L25078	F41
2168	1331	1638	L25079	F31
3421	1825	1638	L25080	F40
3268	2718	1638	L25081	F65
3661	3717	1638	L25082	F76
2394	2612	1638	L25083	F59
3321	1331	1638	L25084	F31
1331	2252	1638	L25085	F31
3553	1331	1638	L25086	F31
2264	1766	1638	L25087	F39
1331	3088	1638	L25088	F31
3702	1331	1638	L25089	F31
1331	1605	1638	L25090	F31
1331	2252	1638	L25091	F31
3435	1331	1638	L25092	F31
3703	1594	1638	L25093	F36
3661	3660	1638	L25094	F76
2477	3088	1638	L25095	F60
3580	1331	1638	L25096	F31
2738	2506	1638	L25097	F53
3479	2227	1638	L25098	F42
2168	1331	1638	L25099	F31
2252	1331	1638	L25100	F31
3704	2066	1638	L25101	F15
2920	1331	1638	L25102	F31
3503	2506	1638	L25103	F53
3647	1439	1638	L25104	F50
3705	2181	1638	L25105	F45
2738	2506	1638	L25106	F53
2567	1331	1638	L25107	F31
2612	2782	1638	L25108	F62
3706	1957	1638	L25109	F41
2125	2141	1638	L25110	F46
1331	1605	1638	L25111	F31
2341	11216	1638	L25112	F53
2341	3503	1638	L25113	F56
3492	2198	1638	L25114	F50
1331	2252	1638	L25115	F31
1331	2252	1638	L25116	F31
1331	2168	1638	L25117	F31
2125	3442	1638	L25118	F46
1331	3088	1638	L25119	F31
1331	3417	1638	L25120	F31
1470	1893	1638	L25121	F32
2229	2198	1638	L25122	F57
2920	1331	1638	L25123	F31
2252	1331	1638	L25124	F31
1331	10757	1638	L25125	F31
3321	1331	1638	L25126	F31
2230	1957	1638	L25127	F41
2477	3088	1638	L25128	F31
1331	2168	1638	L25129	F31
1331	3088	1638	L25130	F31
1331	1605	1638	L25131	F31
2264	1766	1638	L25132	F39
3645	1957	1638	L25133	F41
3083	2718	1638	L25134	F65
1331	2252	1638	L25135	F31
3088	1331	1638	L25136	F31
2281	2779	1638	L25137	F55
3660	3661	1638	L25138	F76
2198	2612	1638	L25139	F50
2938	2066	1638	L25140	F15
2920	1331	1638	L25141	F31
2188	1722	1638	L25142	F36
2252	1331	1638	L25143	F31
1766	10997	1638	L25144	F39
2540	1957	1638	L25145	F41
2168	1331	1638	L25146	F31
2229	2198	1638	L25147	F57
3522	2506	1638	L25148	F53
3661	3718	1638	L25149	F76
2862	2506	1638	L25150	F53
2229	2198	1638	L25151	F50
3321	1331	1638	L25152	F31
3707	2768	1638	L25153	F61
2229	1957	1638	L25154	F50
3685	2768	1638	L25155	F61
1331	3435	1638	L25156	F31
1331	2232	1638	L25157	F31
3708	1957	1638	L25158	F41
1331	3088	1638	L25159	F31
1331	2168	1638	L25160	F31
1331	2252	1638	L25161	F31
1331	2746	1638	L25162	F31
1331	1893	1638	L25163	F31
1331	3631	1638	L25164	F31
1331	1605	1638	L25165	F31
3268	2718	1638	L25166	F65
2125	1957	1638	L25167	F41
3417	1331	1638	L25168	F31
3700	2718	1638	L25169	F65
3709	2834	1638	L25170	F64
2592	1766	1638	L25171	F39
2229	11217	1638	L25172	F53
1331	1960	1638	L25173	F31
3661	3670	1638	L25174	F76
2229	3680	1638	L25175	F57
3435	1331	1638	L25176	F31
2920	1331	1638	L25177	F31
2341	11046	1638	L25178	F56
1331	3601	1638	L25179	F31
1331	3483	1638	L25180	F31
1331	2252	1638	L25181	F31
2168	1331	1638	L25182	F31
3047	2066	1638	L25183	F15
3382	2506	1638	L25184	F53
3710	2768	1638	L25185	F61
1600	2132	1638	L25186	F47
3417	1331	1638	L25187	F31
3583	2718	1638	L25188	F65
2689	1957	1638	L25189	F41
2229	2198	1638	L25190	F50
3321	1331	1638	L25191	F31
2794	1470	1638	L25192	F32
2125	3442	1638	L25193	F46
1331	3553	1638	L25194	F31
1331	2168	1638	L25195	F31
2281	2506	1638	L25196	F53
3711	2768	1638	L25197	F61
3712	2066	1638	L25198	F15
3655	1893	1638	L25199	F68
1331	1605	1638	L25200	F31
3713	1331	1638	L25201	F31
1331	3417	1638	L25202	F31
3039	1957	1638	L25203	F41
1331	2252	1638	L25204	F31
1331	2252	1638	L25205	F31
1331	3088	1638	L25206	F31
2867	1470	1638	L25207	F32
3047	2066	1638	L25208	F15
3661	3660	1638	L25209	F76
2252	1331	1638	L25210	F31
1331	3580	1638	L25211	F31
3435	1331	1638	L25212	F31
2920	1331	1638	L25213	F31
3714	11197	1638	L25214	F36
3715	2066	1638	L25215	F15
3716	4778	1638	L25215	F15
3715	4778	1638	L25215	F15
3716	2066	1638	L25215	F15
2125	1881	1638	L25216	F46
3717	3661	1638	L25217	F76
3718	3661	1638	L25218	F76
3321	1331	1638	L25219	F31
3478	2718	1638	L25220	F65
3321	1331	1638	L25221	F31
2863	1957	1638	L25222	F41
1331	2227	1638	L25223	F31
1331	3088	1638	L25224	F31
3713	1331	1638	L25225	F31
1470	1464	1638	L25226	F32
1470	2794	1638	L25227	F32
1331	1605	1638	L25228	F31
2220	5725	1638	L25229	F53
3719	1957	1638	L25230	F41
2188	1722	1638	L25231	F36
1957	2922	1638	L25232	F41
1957	2922	1638	L25233	F41
2252	1331	1638	L25234	F31
1580	2268	1638	L25235	F35
3149	2132	1638	L25236	F47
2889	2198	1638	L25237	F50
2738	2506	1638	L25238	F53
3655	1893	1638	L25239	F68
1497	3617	1638	L25240	F34
3321	1331	1638	L25241	F31
3047	2066	1638	L25242	F15
3529	2506	1638	L25243	F53
1598	1331	1638	L25244	F31
2264	1766	1638	L25245	F39
2281	2506	1638	L25246	F53
2125	3442	1638	L25247	F46
2252	1331	1638	L25248	F31
1957	2922	1638	L25249	F41
1957	2922	1638	L25250	F41
1331	3088	1638	L25251	F31
1331	2252	1638	L25252	F31
1331	1605	1638	L25253	F31
1331	3435	1638	L25254	F31
1766	2264	1638	L25255	F39
1766	2644	1638	L25256	F39
2168	1331	1638	L25257	F31
2252	1331	1638	L25258	F31
3085	1957	1638	L25259	F41
3647	1439	1638	L25260	F50
2738	2506	1638	L25261	F53
3720	1957	1638	L25262	F41
3047	2066	1638	L25263	F15
3321	1331	1638	L25264	F31
3039	1957	1638	L25265	F41
1957	2286	1638	L25266	F41
1331	2168	1638	L25267	F31
1331	1605	1638	L25268	F31
1331	3435	1638	L25269	F31
1331	2252	1638	L25270	F31
3252	2768	1638	L25271	F61
3713	1331	1638	L25272	F31
1331	3088	1638	L25273	F31
3721	1957	1638	L25274	F41
3722	2181	1638	L25275	F45
2252	1331	1638	L25276	F31
1957	3627	1638	L25277	F41
3699	2768	1638	L25278	F61
2168	1331	1638	L25279	F31
3723	2834	1638	L25280	F64
2229	11218	1638	L25281	F50
1766	2264	1638	L25282	F39
2920	1331	1638	L25283	F31
3724	1331	1638	L25284	F31
1470	1893	1638	L25285	F32
3478	2718	1638	L25286	F65
1470	1960	1638	L25287	F32
3047	2066	1638	L25288	F15
3524	2451	1638	L25289	F36
2920	1331	1638	L25290	F31
3321	1331	1638	L25291	F31
2230	1957	1638	L25292	F41
2229	11218	1638	L25293	F57
2229	1957	1638	L25294	F57
1331	2227	1638	L25295	F42
1957	1600	1638	L25296	F41
3725	3299	1638	L25297	F53
3421	1825	1638	L25298	F40
1470	2961	1638	L25299	F32
2779	2281	1638	L25300	F55
3726	1957	1638	L25301	F41
3727	1957	1638	L25302	F41
3417	1331	1638	L25303	F31
1331	2252	1638	L25304	F31
1331	1605	1638	L25305	F31
1331	3088	1638	L25306	F31
3637	1957	1638	L25307	F41
1331	2168	1638	L25308	F31
3655	1893	1638	L25309	F68
3705	2181	1638	L25310	F45
3728	1957	1638	L25311	F41
2252	1331	1638	L25312	F31
3517	1957	1638	L25313	F41
3688	1331	1638	L25314	F31
2264	1766	1638	L25315	F39
3729	2181	1638	L25316	F45
3435	1331	1638	L25317	F31
3039	1957	1638	L25318	F41
3321	1331	1638	L25319	F31
3661	3648	1638	L25320	F76
3088	1331	1638	L25321	F31
3088	3511	1638	L25322	F31
3718	4619	1638	L25323	F76
3088	3321	1638	L25324	F31
3335	1957	1638	L25325	F41
2198	1893	1638	L25326	F50
1580	2644	1638	L25327	F35
3730	2506	1638	L25328	F53
1331	2920	1638	L25329	F31
1331	3088	1638	L25330	F31
2537	1497	1638	L25331	F34
1331	1605	1638	L25332	F31
1331	2252	1638	L25333	F31
3504	1957	1638	L25334	F41
2168	1331	1638	L25335	F31
2252	1331	1638	L25336	F31
2920	1331	1638	L25337	F31
3716	2066	1638	L25338	F15
2264	1766	1638	L25339	F39
2229	3150	1638	L25340	F57
2229	2198	1638	L25341	F57
2229	3150	1638	L25342	F57
3705	2181	1638	L25343	F45
2229	2198	1638	L25344	F50
2229	2198	1638	L25345	F57
3647	1439	1638	L25346	F50
1960	1331	1638	L25347	F31
3321	1331	1638	L25348	F31
2866	1497	1638	L25349	F34
3553	1331	1638	L25350	F31
1331	3724	1638	L25351	F31
3655	1893	1638	L25352	F68
2863	1957	1638	L25353	F41
1893	3655	1638	L25354	F68
1331	2252	1638	L25355	F31
1331	3713	1638	L25356	F31
1331	3088	1638	L25357	F31
1331	2920	1638	L25358	F31
2383	2273	1638	L25359	F54
2264	2506	1638	L25360	F53
1331	1605	1638	L25361	F31
3417	1331	1638	L25362	F31
2252	1331	1638	L25363	F31
3731	1957	1638	L25364	F41
2125	2141	1638	L25365	F46
1766	2644	1638	L25366	F39
2264	1766	1638	L25367	F39
3524	2451	1638	L25368	F36
1957	2857	1638	L25369	F41
3435	1331	1638	L25370	F31
2889	2198	1638	L25371	F50
2227	10765	1638	L25372	F42
2281	2779	1638	L25373	F55
3321	1331	1638	L25374	F31
3601	1470	1638	L25375	F32
1470	2644	1638	L25376	F32
3553	1331	1638	L25377	F31
3085	1957	1638	L25378	F41
3732	2506	1638	L25379	F53
3047	2066	1638	L25380	F15
3661	3717	1638	L25381	F76
2956	2506	1638	L25382	F53
3661	3670	1638	L25383	F76
1957	6864	1638	L25384	F41
1331	3088	1638	L25385	F31
1331	2252	1638	L25386	F31
1331	2168	1638	L25387	F31
1331	1605	1638	L25388	F31
1331	3483	1638	L25389	F31
3655	1893	1638	L25390	F68
1893	3655	1638	L25391	F68
1893	1331	1638	L25392	F31
3475	2066	1638	L25393	F15
3321	1331	1638	L25394	F31
2252	1331	1638	L25395	F31
2920	1331	1638	L25396	F31
1331	2252	1638	L25397	F31
2542	2198	1638	L25398	F50
2985	1957	1638	L25399	F41
1957	2922	1638	L25400	F67
2738	2506	1638	L25401	F53
3504	1957	1638	L25402	F41
3321	1331	1638	L25403	F31
2889	2198	1638	L25404	F50
3733	1957	1638	L25405	F41
3067	1957	1638	L25406	F41
3717	3661	1638	L25407	F76
3648	11219	1638	L25408	F76
3085	1957	1638	L25409	F41
2125	3442	1638	L25410	F46
1957	11220	1638	L25411	F41
3734	2768	1638	L25412	F61
1580	2644	1638	L25413	F35
3315	1957	1638	L25414	F41
2264	1766	1638	L25415	F39
3059	1957	1638	L25416	F41
2387	1470	1638	L25417	F32
1957	2229	1638	L25418	F57
1331	2252	1638	L25419	F31
1331	3088	1638	L25420	F31
2889	2198	1638	L25421	F50
1331	3435	1638	L25422	F31
1331	1605	1638	L25423	F31
2477	2612	1638	L25424	F60
3212	3661	1638	L25425	F76
1331	3713	1638	L25426	F31
3149	1470	1638	L25427	F32
1893	3655	1638	L25428	F68
2920	1331	1638	L25429	F31
2477	4307	1638	L25430	F60
3415	1766	1638	L25431	F39
2168	1331	1638	L25432	F31
1766	2264	1638	L25433	F39
3735	11221	1638	L25434	F53
3435	1331	1638	L25435	F31
1766	2264	1638	L25436	F39
3039	1957	1638	L25437	F41
3661	11222	1638	L25438	F76
3655	1893	1638	L25439	F68
3315	1957	1638	L25440	F41
3303	1957	1638	L25441	F41
2889	2198	1638	L25442	F50
2168	1331	1638	L25443	F31
2863	1957	1638	L25444	F41
2592	1766	1638	L25445	F39
2281	2506	1638	L25446	F53
1331	3088	1638	L25447	F31
1331	1893	1638	L25448	F31
1331	2961	1638	L25449	F31
1331	2252	1638	L25450	F31
1331	3088	1638	L25451	F31
1331	1605	1638	L25452	F31
3736	2768	1638	L25453	F61
1331	3417	1638	L25454	F31
2542	2198	1638	L25455	F50
1331	3435	1638	L25456	F31
1331	11223	1638	L25457	F31
1331	2168	1638	L25458	F31
3737	1957	1638	L25459	F41
2920	1331	1638	L25460	F31
2168	1331	1638	L25461	F31
1605	1331	1638	L25462	F31
1766	2264	1638	L25463	F39
3688	1331	1638	L25464	F31
2920	1470	1638	L25465	F32
2264	1766	1638	L25466	F39
1331	3628	1638	L25467	F31
3738	2066	1638	L25468	F15
2506	2326	1638	L25469	F53
3739	2066	1638	L25470	F15
3047	2066	1638	L25471	F15
3655	1893	1638	L25472	F68
2181	3740	1638	L25473	F45
3740	2181	1638	L25474	F45
3483	1331	1638	L25475	F31
3039	1957	1638	L25476	F41
3321	1331	1638	L25477	F31
3741	1957	1638	L25478	F41
3150	2229	1638	L25479	F57
1331	1605	1638	L25480	F31
1331	3088	1638	L25481	F31
1331	3088	1638	L25482	F31
1331	2168	1638	L25483	F31
1331	2252	1638	L25484	F31
2608	1594	1638	L25485	F36
2920	1331	1638	L25486	F31
3742	2506	1638	L25487	F53
2168	1331	1638	L25488	F31
2264	2506	1638	L25489	F53
3743	1470	1638	L25490	F32
1722	11224	1638	L25491	F36
1439	3227	1638	L25492	F50
1331	2273	1638	L25493	F54
3441	2066	1638	L25494	F15
3744	1331	1638	L25495	F31
3745	2229	1638	L25496	F57
3661	3718	1638	L25497	F76
3661	11225	1638	L25498	F76
3311	1331	1638	L25499	F31
3421	1825	1638	L25500	F40
2229	1957	1638	L25501	F57
2229	2782	1638	L25502	F57
3439	2506	1638	L25503	F53
1331	3417	1638	L25504	F31
1331	3553	1638	L25505	F31
1331	1605	1638	L25506	F31
1331	2252	1638	L25507	F31
1331	3579	1638	L25508	F31
3661	3660	1638	L25509	F76
1331	3088	1638	L25510	F31
1331	2168	1638	L25511	F31
1331	3161	1638	L25512	F31
1331	3435	1638	L25513	F31
1331	3417	1638	L25514	F31
2125	2141	1638	L25515	F46
3655	1893	1638	L25516	F68
3746	1957	1638	L25517	F41
2920	1470	1638	L25518	F32
3335	1957	1638	L25519	F41
3047	2066	1638	L25520	F15
2920	1331	1638	L25521	F31
3321	1331	1638	L25522	F31
1893	3655	1638	L25523	F68
3688	1331	1638	L25524	F31
3182	2718	1638	L25525	F65
3661	3212	1638	L25526	F76
3747	1580	1638	L25527	F35
2020	3661	1638	L25528	F76
1331	2252	1638	L25529	F31
3415	1766	1638	L25530	F39
1331	1605	1638	L25531	F31
3506	3594	1638	L25532	F53
2125	2141	1638	L25533	F46
1331	3161	1638	L25534	F31
1331	3088	1638	L25535	F31
1331	2168	1638	L25536	F31
2281	2506	1638	L25537	F53
1470	3149	1638	L25538	F32
2738	2506	1638	L25539	F53
2497	1957	1638	L25540	F41
3553	1331	1638	L25541	F31
3237	2718	1638	L25542	F65
2920	1331	1638	L25543	F31
2168	1331	1638	L25544	F31
1470	10719	1638	L25545	F32
2229	2506	1638	L25546	F53
2264	1766	1638	L25547	F39
2229	4750	1638	L25548	F57
2229	3229	1638	L25549	F57
3748	3661	1638	L25550	F76
2738	2506	1638	L25551	F53
3749	1957	1638	L25552	F41
3750	1957	1638	L25553	F41
3661	3660	1638	L25554	F76
3751	1957	1638	L25555	F41
1331	1605	1638	L25556	F31
2863	1957	1638	L25557	F41
1470	1893	1638	L25558	F32
3393	2718	1638	L25559	F65
1331	3088	1638	L25560	F31
3088	1331	1638	L25561	F31
3752	1957	1638	L25562	F41
1331	2432	1638	L25563	F31
2738	2506	1638	L25564	F53
2614	1470	1638	L25565	F32
1766	2264	1638	L25566	F39
2066	3490	1638	L25567	F15
2863	1957	1638	L25568	F41
3661	11226	1638	L25569	F76
3661	5013	1638	L25570	F76
3661	3660	1638	L25571	F76
2497	1957	1638	L25572	F41
3083	2718	1638	L25573	F65
3039	1957	1638	L25574	F41
3661	3717	1638	L25575	F76
1331	3744	1638	L25576	F31
2132	3149	1638	L25577	F47
1331	2252	1638	L25578	F31
1331	3088	1638	L25579	F31
1331	3088	1638	L25580	F31
1331	1605	1638	L25581	F31
3181	1957	1638	L25582	F41
2229	3150	1638	L25583	F57
2229	2835	1638	L25584	F57
2229	3757	1638	L25585	F57
3661	11227	1638	L25586	F76
